"username","tweet_id","text","url","replies","likes","retweets"
"@freekoparker","1164861778548781057","#BoycottMcDonalds 😂😌🤣
How to communalise jhatka wala McD alag Halala wala alag phir woh hindu logo ka McD yeh muslim logo ka McD
phir muslim logo ke McD ke samne suar fekhna
aur hindu logo ke McD ke samne Guy...😁🤪😜😂","https://twitter.com/freekoparker/status/1164861778548781057","0","0","0"
"@spirituaholic","1164843766898933761","#boycottmcdonalds 
Ab kuch brahman k gyani aker
Purei brahman ka gyan dengey yaha, economy ka haal ,business ka haal blah blah blah aur is trend ka mazak Udayengey.
Inko ek simple logic smjh n ata ki hindu ko hi kyu 2nd class treatment dia ja rha hai unhii ki country mei.","https://twitter.com/spirituaholic/status/1164843766898933761","0","1","0"
"@GaandaVision","1164836142379700226","Irony is Hindus demanding jhatka meat from @McDonalds  on Janmashtmi. Itna hypocrisy kyu bhai? #boycottmcdonalds","https://twitter.com/GaandaVision/status/1164836142379700226","0","1","0"
"@hindu_blood","1164833464597663744","#BoycottMcDonalds 🤪🤪 ab inhone Kya Kar Dita??","https://twitter.com/hindu_blood/status/1164833464597663744","0","2","0"
"@vegantinatalism","1164822315667869696","Halal or Jhatka #NothingReligiousAboutIt #BoycottMcDonalds and #GoVegan","https://twitter.com/vegantinatalism/status/1164822315667869696","0","2","0"
"@vegantinatalism","1164822168732962817","Halal or Jhatka #NothingReligiousAboutIt #BoycottMcDonalds","https://twitter.com/vegantinatalism/status/1164822168732962817","0","1","0"
"@ParthilH","1164812653509767169","#BoycottMcDonalds 
Nikal laudi pahli fusrat me nikal","https://twitter.com/ParthilH/status/1164812653509767169","0","0","0"
"@NakhareWalii","1164808955672973312","Kejriwal k sath dharna karo

 #BoycottMcDonalds","https://twitter.com/NakhareWalii/status/1164808955672973312","0","0","0"
"@souravpandey1","1164797271155699712","#boycottmcdonalds
Yeh sab chutiapa band karo yaron , har chij mein Hindu Muslim, ab tak to fark nhi padta tha kisi Hindu ko.","https://twitter.com/souravpandey1/status/1164797271155699712","0","0","0"
"@adityadjfb","1164797139278372864","Ab sharma dhabe pr khane walo ko McDonald's boycott krne mein kya jata hai!!!!
😂😂😂😂😂😂😂😂😂😂
PS: Every1 loves sharma dhaba!!!! 
#BoycottMcDonalds
#StandWithMcDonalds
@Pun_Starr @TheKamDevBaba @kjshikhar @indcheated2014 
@rohini_sgh @i_theindian
@karanku100 @RoflGandhi_","https://twitter.com/adityadjfb/status/1164797139278372864","0","1","0"
"@angelaw676","1080960841804070913","AmeriKKKanism.

#BoycottMcDonalds","https://twitter.com/angelaw676/status/1080960841804070913","0","4","1"
"@Randy_Haligman","1004782139987111937","#boycottMcdonalds #I’mPukinit  #StinkySteve","https://twitter.com/Randy_Haligman/status/1004782139987111937","0","0","0"
"@ATMology","939310544409935872","Tak salah dan tak hina pun rakyat #BoycottMcDonalds sebab itu yang mampu kita lakukan sebagai pengguna. Kita bukannya kepala negara nak hentikan nilai dagang Malaysia - Israel RM5 bilion. Please be coherent. #FreePalestine","https://twitter.com/ATMology/status/939310544409935872","0","2","3"
